,BHFG,P28H_ECO_RT,DMEA,TQA,CRS_CNINC,SRVTYPE,BACC,FPG_P,DBTV,TOFF,UCAV_DH_ECO_RT,SHK_ISONIC_RT,GS_G_NC5,ROP5,RGX,TTONB,GS_TVA,DCAV_DH_ECO_RT,SPM3,ROP,CRS1,GS_DRTV,PASS_NAME,DRPM30s,SHKPK_RT,MTF_RT,MON_DH_ECO_RT,HKLD30s,PMIN_RT,P40H_COND_UNC_ECO_RT,TTV2,GS_TFLO,DCHV,MSP1,ECD_MW_IN,GS_TV10,P28H_COND_UNC_ECO_RT,GS_GASA,MSP7,DNI_MP,B_RETRACT_P,ECD_ECO_RT,CUREDT_RT,TOFB,SGX,AZIM_CONT_RT,SPM1,GS_TV13,GY_RT,GS_G_IC5,MAG_DEC,A40H_UNC_DH_ECO_RT,GS_RPM,HY_RT,ETSL,STAT_ISONIC_RT,BVEL,AJAM_MWD,MSP2,GS_TV11,SHKTOT_RT,CRS4,HKLX,SPM2,RPM30s,DHAT_DH_ECO_RT,SRV_HY,PPG_P,SRVAZI,TSTK,PMAX_TM_RT,DTPO_RT,ESD_MAX_RT,ESD_MIN_RT,SPM4,GS_SWOB,SHZ,RSDX,DEPT,RPM,GS_ROP,SRVINC,SHY,EDRT,SHKLV,GS_G_C3,CHCO_RT,RGX_RT,STICK_RT,MBOT,GS_TQA,GS_TV12,HSTEMP,MSP8,SGY,GS_TV06,AORIENT_P,SSFRQ,GS_CHKP,GS_MDOA,CRS5,GS_TV14,DRPM,SHKRSK_RT,HZ_RT,GS_ACTC,HKLD,THKD,GS_MWTI,ROBB_DH_ECO_RT,GTEMP,TCHR,SWOB,GS_G_C1,STK1,HKLI,ECD_CT_FPWD,UTSTAT,SRV_HZ,SRVEW,TVDE,RHX_RT,B_STATE_P,ANGLX,LOT_TIME,STWT,GS_MTOA,TFDES,GS_TV04,BONB,DCHR,A40H_COND_UNC_ECO_RT,GS_G_C2,TEFNEG,HKLN,BITRUN,HKLO,TOTAL_CORR,PMPT,TSPM,STK2,STK4,DHAP_DH_ECO_RT,PESD_TM_RT,SSAMP,ACTC,HYDR_RET_P,GS_TV09,RETI,GS_DCHM,TFLO30s,GS_TV02,SRATIO,TFLO,A28H_UNC_DH_ECO_RT,PESD_RT,SHKRATE_RT,TOJ,GZ_RT,GS_TV07,DBTM,GS_SPM2,GS_BPOS,CRPM_RT,STKSLP,SDEP_CONT_RT,TRPM,STIS,P40H_ECO_RT,DTCO_RT,HV,P40H_UNC_DH_ECO_RT,SHX,GS_SPPA,CPOF,GS_DBTM,ECD_P,OSTM,GS_TDH,VIBX_RT,ROP30s,RSUX,MSP6,SGZ,ANGXCRS,MWIN,GS_TV01,SRVNS,SMOD,PMIN_TM_RT,SRV_GZ,STK3,RHX,FVOC,TF_CORR,BP_CORR_P,INCL_CONT_RT,QROP,A40H_ECO_RT,GS_SPM3,SRVDEPTH,GS_CFIA,GS_TV03,TTPO_RT,A28H_COND_UNC_ECO_RT,DNISTAT,GS_HKLD,A28H_ECO_RT,GTF_RT,SPPA,SRV_GX,HVM,GS_TTV1,CRS_CNAZI,CHPO_RT,GS_G_IC4,SWOB30s,GS_TV05,PMAX_RT,SRV_GY,GS_SPM1,GRID_CORR,GS_DRTM,ESD_RT,GS_DMEA,RTSTAT,TRPM_RT,TF,P28H_UNC_DH_ECO_RT,VIBLAT_RT,MSP5,BPOS,RTMODE,GS_G_NC4,GS_TVCA,MSP4,GS_TV08,DCRNT,SHK3TM_RT,SRVTVD,TEMP_DNI_RT,SRV_HX,GS_DVER
GS_SPM2,,,,,,,,,,,,,,,,,0.0004948848727360401,,,,,,,,,,,,,,-0.02166954102442269,0.03344016175216542,,,,0.00037873300481115605,,,,,,,,,,,,-0.0008525582594207534,,,,,-0.0013066597243580763,,,,,,,0.0013719940030525288,,,,,,,,,,,,,,,,,,-0.0766406512292224,,,,,,,,,,,,,0.0008294337078140175,0.0004985590762539251,,,,0.00048702075704942435,,,0.00720033456697799,0.0007717673231285669,,0.0005893115110049329,,,,,,,0.0007699531003527828,,,,,,,,,,,,,,,,,,0.012885110432444865,,-0.039461515882844245,,,,,,,,,,,,,,,,,,,-0.0005860777743169594,,,,0.00017443520360339038,,,,,,,,-0.03313301988904464,,1.0,0.022013838830836182,,,,,,,,,,,0.007466596817062519,,0.050480657943492116,,,0.003306102456902109,,,-0.0766406512292224,,,,,0.0002904870423277246,,,,,,,0.001920446840960669,,,,,,,,0.0002807774567061268,-0.0002968318660301575,,,,0.1732406396288008,,,,,,,,,,,0.0007155145628439833,,,1.0,,,,,,,,,,-0.0013057423575750203,,,,0.0019195601751495846,0.008459906131380727,-0.000737439502512892,,,,,,
GS_BPOS,,,,,,,,,,,,,,,,,0.15866011917165546,,,,,,,,,,,,,,-0.39496464938924264,0.09525838959913725,,,,0.011998174484643282,,,,,,,,,,,,0.01549698002902007,,,,,0.013167530858539075,,,,,,,0.006510715053243435,,,,,,,,,,,,,,,,,,-0.1981849682017934,,,,,,,,,,,,,1.8671357316998273e-05,0.011503200821748025,,,,0.007510507966021453,,,0.036495312777139126,0.013840532144807323,,0.008906377319546969,,,,,,,0.013822141537030257,,,,,,,,,,,,,,,,,,0.058218125095506335,,-0.15388246753138943,,,,,,,,,,,,,,,,,,,0.00046641356185160094,,,,0.010223908847651106,,,,,,,,0.004473761654442244,,0.022013838830836182,1.0,,,,,,,,,,,0.21362737715621122,,-0.02703798484522026,,,0.01134361263370526,,,-0.1981849682017934,,,,,0.00920288715450218,,,,,,,0.19565194894812576,,,,,,,,0.00639826945088369,0.006810809739030949,,,,-0.09090457618832065,,,,,,,,,,,0.012148642282088305,,,0.02159564232271562,,,,,,,,,,0.013181091376037214,,,,0.19565778787750898,0.05340110957018252,0.021184779284947497,,,,,,
CRPM_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STKSLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDEP_CONT_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P40H_ECO_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTCO_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P40H_UNC_DH_ECO_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS_SPPA,,,,,,,,,,,,,,,,,0.018504234053237558,,,,,,,,,,,,,,-0.0326606308000128,0.011411941629335119,,,,0.0017113367903456348,,,,,,,,,,,,0.0016088192365211727,,,,,-0.0033108749228901485,,,,,,,-0.0011324469981930096,,,,,,,,,,,,,,,,,,0.12335039856496144,,,,,,,,,,,,,0.0020000211185306764,0.0019535529194273506,,,,0.0014992589616293136,,,-0.005156006272928201,0.001622986709331714,,0.0017136769228283338,,,,,,,0.0016178665594163292,,,,,,,,,,,,,,,,,,-0.007388495310033587,,0.02080505442982538,,,,,,,,,,,,,,,,,,,0.00020816354539660774,,,,0.0031244306157794293,,,,,,,,0.0009159718597989378,,0.007466596817062519,0.21362737715621122,,,,,,,,,,,1.0,,-0.09613103495376281,,,-0.003786545561916534,,,0.12335039856496144,,,,,0.001511355312873908,,,,,,,0.02000900565582644,,,,,,,,0.0004317163414987508,0.00036815501567067743,,,,-0.03591616758172897,,,,,,,,,,,0.0020554558762687527,,,0.007406764795181862,,,,,,,,,,-0.0033092548735815194,,,,0.02000690887611505,-0.007628808992853541,0.009303002652980832,,,,,,
CPOF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS_DBTM,,,,,,,,,,,,,,,,,-0.33642300870527747,,,,,,,,,,,,,,-0.6728598509115775,-0.15923047994451672,,,,-0.01864441979422889,,,,,,,,,,,,-0.01857682779463395,,,,,0.03779168967999805,,,,,,,-0.00604274765779449,,,,,,,,,,,,,,,,,,-0.4303516561629923,,,,,,,,,,,,,-0.003843441284274024,-0.021200977378148772,,,,-0.015617061607268713,,,0.04072485844455596,-0.024736531992459232,,-0.015306895224077303,,,,,,,-0.02471512245477947,,,,,,,,,,,,,,,,,,0.10284635316718209,,-0.289290927375451,,,,,,,,,,,,,,,,,,,-0.018165077484790182,,,,-0.020438432258285684,,,,,,,,-0.02424144034410304,,0.050480657943492116,-0.02703798484522026,,,,,,,,,,,-0.09613103495376281,,1.0,,,0.014255185785909364,,,-0.4303516561629923,,,,,-0.016081750879121223,,,,,,,-0.3893299448001214,,,,,,,,-0.011121792743674471,-0.01933891870038493,,,,-0.16327001472082342,,,,,,,,,,,-0.021278159267071595,,,0.05203453285681872,,,,,,,,,,0.037744879906617596,,,,-0.38936682347701124,0.04657231574398214,-0.030862081648498164,,,,,,
ECD_P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS_TDH,,,,,,,,,,,,,,,,,0.9942917811317664,,,,,,,,,,,,,,-0.5853200532762047,0.003306100598083091,,,,0.9988483107144731,,,,,,,,,,,,0.6662931417220967,,,,,0.002433846185716352,,,,,,,0.9997133104889588,,,,,,,,,,,,,,,,,,-0.02724637434665419,,,,,,,,,,,,,-0.0007736829470987293,0.5965174281084341,,,,0.9993681525229992,,,0.9984829084404736,0.7422804513164638,,-0.0052511265236120114,,,,,,,0.7422809158369614,,,,,,,,,,,,,,,,,,0.9928683893422269,,0.5312795374663679,,,,,,,,,,,,,,,,,,,0.99910663363815,,,,0.9990848309902988,,,,,,,,0.997911612426302,,0.003306102456902109,0.01134361263370526,,,,,,,,,,,-0.003786545561916534,,0.014255185785909364,,,1.0,,,-0.02724637434665419,,,,,0.9993628074410478,,,,,,,0.10342280520985504,,,,,,,,0.004024285605273866,0.9992150321215011,,,,-0.01091660471289063,,,,,,,,,,,0.5965238444838789,,,0.0033061024569021095,,,,,,,,,,0.0024338461857163515,,,,0.10342038619153293,0.02088582260667509,0.9979206941284396,,,,,,
VIBX_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROP30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSUX,,,,,,,,,,,,,,,,,-0.07170003295774807,,,,,,,,,,,,,,0.5173449420971362,-0.05579506523399263,,,,-0.01038888812242264,,,,,,,,,,,,-0.012300929145015608,,,,,-0.057450509823861684,,,,,,,-0.010755301375212275,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.018062371641869704,-0.006311487304391741,,,,-0.002488632727605662,,,-0.06664341976091455,-0.007739588932237402,,-0.0054084266361386,,,,,,,-0.0077339677843543415,,,,,,,,,,,,,,,,,,-0.12375141723149002,,0.3278064868187597,,,,,,,,,,,,,,,,,,,0.005263351898114777,,,,0.0003937053378559588,,,,,,,,0.00902510738625734,,-0.0766406512292224,-0.1981849682017934,,,,,,,,,,,0.12335039856496144,,-0.4303516561629923,,,-0.02724637434665419,,,1.0,,,,,-0.0036027099494436343,,,,,,,-0.10097701496884544,,,,,,,,-0.0035053734010238877,0.0004564429764247092,,,,0.09721742657443798,,,,,,,,,,,-0.007090768102397561,,,-0.07645974618677008,,,,,,,,,,-0.057456187874054744,,,,-0.10096064380811949,-0.07910545706122787,0.0052355039921382065,,,,,,
MSP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANGXCRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS_TV01,,,,,,,,,,,,,,,,,0.9967564275445646,,,,,,,,,,,,,,0.014003026182253063,0.00029049168461940536,,,,0.9996472974083942,,,,,,,,,,,,0.6665760207145542,,,,,0.0002661347115728091,,,,,,,0.9998963428639196,,,,,,,,,,,,,,,,,,-0.0036027099494436343,,,,,,,,,,,,,-0.00022621846670557036,0.5969876026406551,,,,0.9999849621819965,,,0.9966791068665791,0.7429314465805945,,0.006170398639808822,,,,,,,0.7429313805221869,,,,,,,,,,,,,,,,,,0.9885770478233605,,0.543977385925688,,,,,,,,,,,,,,,,,,,0.9998978343460643,,,,0.9999390443398909,,,,,,,,0.9988705524871894,,0.0002904870423277246,0.00920288715450218,,,,,,,,,,,0.001511355312873908,,-0.016081750879121223,,,0.9993628074410478,,,-0.0036027099494436343,,,,,1.0,,,,,,,0.10602062721008809,,,,,,,,0.0015965535827038514,0.9999653350380834,,,,-0.0038418438711169053,,,,,,,,,,,0.5969890174778077,,,0.0002904870423277242,,,,,,,,,,0.00026613471157281056,,,,0.1060254192669505,0.008532669364911614,0.9993262462667979,,,,,,
SRVNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMIN_TM_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRV_GZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FVOC,,,,,,,,,,,,,,,,,0.7470863606368157,,,,,,,,,,,,,,0.7739167391150252,0.3961699455279037,,,,0.10537003804004694,,,,,,,,,,,,0.06675070332122819,,,,,0.008446232758609597,,,,,,,0.10566624971638684,,,,,,,,,,,,,,,,,,-0.10097701496884544,,,,,,,,,,,,,-0.014893675766184103,0.060475871368106913,,,,0.10622989834831295,,,0.09835032321574154,0.6734233468429632,,0.020989479574649514,,,,,,,0.6734197001277377,,,,,,,,,,,,,,,,,,0.09028649442992613,,0.09299249131800934,,,,,,,,,,,,,,,,,,,0.1071174710262678,,,,0.10618882542030098,,,,,,,,0.1082202305217275,,0.001920446840960669,0.19565194894812576,,,,,,,,,,,0.02000900565582644,,-0.3893299448001214,,,0.10342280520985504,,,-0.10097701496884544,,,,,0.10602062721008809,,,,,,,1.0,,,,,,,,0.053196155156381826,0.10661169919126702,,,,0.09070412117427859,,,,,,,,,,,0.060436120512711036,,,-0.0002718426389773112,,,,,,,,,,0.00848605648284273,,,,1.0,0.07136994900884559,0.10546559417606194,,,,,,
TF_CORR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP_CORR_P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCL_CONT_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QROP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A40H_ECO_RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
